"","Sport","Walk","Travel","Fish","Gender","Age","Marital.St","Prof"
"21015610","1","1","1","0","M","(55,65]","Married","Foreman"
"21015810","0","1","0","0","M","(45,55]","Married","Foreman"
"21015910","1","0","0","0","M","(25,35]","Single","Foreman"
"21016010","1","0","1","0","F","(65,75]","Single","Employee"
"21016110","0","0","0","0","M","(65,75]","Married","Manual labourer"
"21016610","0","1","0","0","F","(35,45]","Single","Manual labourer"
"21016710","0","0","0","0","F","(65,75]","Married","Employee"
"21016810","1","0","1","0","M","(25,35]","Single","Manual labourer"
"21017010","0","1","0","0","M","(75,85]","Married","Management"
"21017110","0","1","0","0","F","(45,55]","Married","Employee"
"21017210","0","1","0","1","M","(45,55]","Married","Foreman"
"21017610","0","0","0","0","M","[15,25]","Single","Manual labourer"
"21018010","0","0","0","0","F","(35,45]","Married","Employee"
"21018210","1","0","0","0","F","(35,45]","Married","Management"
"21018310","1","0","1","0","F","(45,55]","Divorcee","Employee"
"21018410","1","0","1","0","F","(25,35]","Married","Management"
"21018510","1","1","1","1","F","(55,65]","Remarried","Employee"
"21018710","0","0","0","0","F","(35,45]","Married","Manual labourer"
"21018810","0","1","1","0","M","(35,45]","Married","Management"
"21020210","1","1","1","0","M","(45,55]","Remarried","Management"
"21020310","1","0","0","0","M","(25,35]","Married","Management"
"21020410","0","0","1","0","F","(45,55]","Remarried","Manual labourer"
"21020510","0","0","1","0","F","(45,55]","Married","Unskilled worker"
"21020610","0","0","1","0","F","(25,35]","Married","Management"
"21020710","0","0","1","0","F","(45,55]","Married","Manual labourer"
"21020810","1","1","1","0","M","(35,45]","Married","Manual labourer"
"21020910","1","0","0","0","F","(35,45]","Single","Unskilled worker"
"21021110","1","0","1","0","F","(45,55]","Widower","Management"
"21021210","0","0","1","0","F","(55,65]","Married","Employee"
"21021310","0","1","0","0","M","(65,75]","Married","Management"
"21021610","1","1","0","0","M","(25,35]","Married","Employee"
"21021810","0","1","1","0","F","(45,55]","Single","Employee"
"21022110","0","0","0","0","F","(75,85]","Widower","Employee"
"21022210","1","1","1","0","M","(35,45]","Divorcee","Foreman"
"21022310","1","1","0","1","M","(35,45]","Divorcee","Manual labourer"
"21022510","1","0","1","0","F","(25,35]","Married","Employee"
"21022710","0","0","1","0","F","(45,55]","Married","Employee"
"21023010","0","0","0","0","M","(25,35]","Single","Employee"
"21023210","0","1","0","1","F","(45,55]","Married","Employee"
"21023310","0","0","0","0","M","(45,55]","Married","Manual labourer"
"21023410","1","1","0","0","F","(25,35]","Married","Management"
"21023610","0","0","0","0","M","(25,35]","Single","Manual labourer"
"21023910","1","1","1","0","M","[15,25]","Married","Employee"
"21024210","1","1","1","0","M","(65,75]","Married","Employee"
"21024310","0","0","1","0","M","(45,55]","Married","Management"
"21024410","0","0","0","0","F","(35,45]","Married","Employee"
"21024610","1","0","1","0","F","(45,55]","Divorcee","Management"
"21024710","1","1","1","0","F","(45,55]","Married","Employee"
"21024910","1","1","1","0","F","(25,35]","Married","Management"
"21025010","0","1","1","0","F","(55,65]","Married","Employee"
"21025510","1","0","0","0","F","(45,55]","Divorcee","Employee"
"21025610","0","0","1","0","F","(45,55]","Married","Employee"
"21025710","0","0","0","0","M","(85,100]","Married","Management"
"21025810","1","1","1","0","M","(55,65]","Married","Management"
"21025910","1","1","1","1","M","(45,55]","Married","Employee"
"21026010","0","1","0","0","F","(65,75]","Married","Management"
"21026310","0","0","0","0","M","(65,75]","Married","Manual labourer"
"21026410","1","1","1","0","F","(75,85]","Divorcee","Management"
"21026510","1","0","0","0","F","(45,55]","Married","Unskilled worker"
"21026610","1","1","1","0","M","(35,45]","Married","Management"
"21026910","0","1","0","0","M","(55,65]","Married","Technician"
"21027010","0","0","0","0","M","(65,75]","Divorcee","Unskilled worker"
"21027310","1","0","1","0","F","(45,55]","Divorcee","Employee"
"21027610","0","0","0","0","M","(25,35]","Married","Manual labourer"
"21027710","1","1","1","1","M","(45,55]","Married","Employee"
"21027810","0","0","0","1","F","(35,45]","Married","Employee"
"21027910","0","0","0","0","F","(35,45]","Married","Unskilled worker"
"21028110","0","1","1","0","M","(45,55]","Married","Technician"
"21028210","0","0","0","0","M","(45,55]","Married","Manual labourer"
"21028310","0","1","1","1","F","(45,55]","Divorcee","Employee"
"21028710","0","0","1","0","F","(55,65]","Married","Employee"
"21028910","0","0","0","0","F","(85,100]","Widower","Manual labourer"
"21029010","0","0","0","0","F","(75,85]","Married","Employee"
"21030010","0","0","0","0","M","(25,35]","Married","Manual labourer"
"21030310","0","0","0","0","F","(35,45]","Married","Manual labourer"
"21030510","0","0","0","0","F","(75,85]","Widower","Manual labourer"
"21030910","0","0","0","0","M","(25,35]","Single","Manual labourer"
"21031010","1","1","0","1","M","[15,25]","Single","Manual labourer"
"21031110","0","0","0","0","F","(75,85]","Married","Employee"
"21031410","1","1","1","0","M","(45,55]","Married","Other"
"21031510","0","0","1","0","F","[15,25]","Single","Employee"
"21031610","0","1","0","0","F","(75,85]","Widower","Manual labourer"
"21031710","0","0","0","0","F","(75,85]","Widower","Manual labourer"
"21031910","0","1","0","0","F","(65,75]","Married","Employee"
"21032010","0","1","1","0","F","(45,55]","Married","Employee"
"21032110","0","0","0","0","M","(45,55]","Married","Manual labourer"
"21032410","1","0","1","0","F","(35,45]","Single","Management"
"21032610","1","1","0","0","F","(25,35]","Remarried","Manual labourer"
"21032710","0","0","0","1","M","(55,65]","Married","Foreman"
"21033010","0","1","0","0","M","(35,45]","Single","Manual labourer"
"21033110","0","1","0","0","F","(45,55]","Married","Foreman"
"21033510","0","0","0","0","M","(45,55]","Remarried","Technician"
"21033710","0","1","1","0","F","(35,45]","Single","Other"
"21033810","0","0","0","0","F","(55,65]","Widower","Other"
"21034010","1","1","0","0","F","(25,35]","Single","Employee"
"21034110","1","0","0","0","F","[15,25]","Single","Employee"
"21034210","0","0","0","0","M","(35,45]","Divorcee","Unskilled worker"
"21034410","0","1","0","0","M","(55,65]","Widower","Manual labourer"
"21034810","1","0","0","0","M","(25,35]","Single","Manual labourer"
"21035110","1","0","1","0","F","(25,35]","Single","Employee"
"21035410","0","0","0","0","F","(55,65]","Married","Employee"
"21035810","0","1","0","0","M","(25,35]","Single","Other"
"21035910","0","0","0","1","F","(45,55]","Married","Employee"
"21036110","0","0","0","0","F","(35,45]","Married","Employee"
"21036210","0","0","0","0","F","(65,75]","Remarried","Employee"
"21036310","0","1","1","1","M","(45,55]","Married","Foreman"
"21036510","0","1","0","0","M","(45,55]","Married","Unskilled worker"
"21036710","1","1","0","0","F","(25,35]","Married","Manual labourer"
"21036810","0","0","0","0","F","(35,45]","Married","Unskilled worker"
"21036910","1","0","0","0","F","(25,35]","Married","Other"
"21037010","0","1","1","0","M","(65,75]","Married","Manual labourer"
"21037510","1","1","0","0","F","(45,55]","Divorcee","Manual labourer"
"21038210","1","1","1","0","F","(45,55]","Married","Foreman"
"21038310","0","0","0","0","F","(45,55]","Divorcee","Employee"
"21038410","0","1","0","0","F","(45,55]","Divorcee","Management"
"21038510","0","0","0","1","F","(45,55]","Married","Employee"
"21038710","1","1","1","0","F","(45,55]","Married","Management"
"21038810","1","0","1","0","F","(35,45]","Single","Employee"
"21038910","0","0","0","0","M","(45,55]","Married","Manual labourer"
"21039010","0","1","0","0","F","(35,45]","Divorcee","Employee"
"21039110","1","1","1","0","F","(45,55]","Married","Management"
"21039210","1","0","0","0","F","[15,25]","Single","Management"
"21039410","0","0","0","1","F","(55,65]","Remarried","Employee"
"21039510","1","0","1","0","M","(65,75]","Divorcee","Management"
"21039610","0","0","1","0","M","(35,45]","Married","Employee"
"21039810","0","0","0","0","F","(35,45]","Married","Employee"
"21039910","1","1","1","1","M","(25,35]","Married","Employee"
"21040010","1","1","1","1","M","(35,45]","Married","Management"
"21040110","0","1","1","0","F","(35,45]","Divorcee","Foreman"
"21040310","1","0","1","0","F","(45,55]","Divorcee","Management"
"21040610","0","0","1","0","F","(35,45]","Married","Management"
"21041010","0","1","1","0","M","(55,65]","Remarried","Employee"
"21041110","0","1","1","0","M","(35,45]","Married","Manual labourer"
"21041210","1","1","0","0","M","(25,35]","Single","Employee"
"21041610","1","1","0","0","F","(35,45]","Married","Employee"
"21041710","1","1","1","0","M","(45,55]","Married","Management"
"21041810","1","0","0","1","F","(35,45]","Divorcee","Employee"
"21042010","0","0","1","0","F","(65,75]","Remarried","Employee"
"21042110","1","0","1","0","M","(25,35]","Single","Foreman"
"21042310","1","0","1","0","M","(35,45]","Married","Unskilled worker"
"21042510","1","1","1","0","F","(55,65]","Married","Employee"
"21042610","0","0","1","0","F","(55,65]","Married","Employee"
"21042710","0","0","0","0","M","(55,65]","Married","Employee"
"21042810","1","1","0","0","F","(45,55]","Married","Management"
"21043610","0","0","0","0","M","(25,35]","Single","Employee"
"21043710","1","0","1","0","F","(25,35]","Divorcee","Employee"
"21044110","1","0","1","0","M","(25,35]","Single","Manual labourer"
"21044210","1","0","1","0","F","(65,75]","Divorcee","Foreman"
"21044510","0","0","0","0","F","(35,45]","Divorcee","Employee"
"21044610","0","0","0","0","M","(55,65]","Married","Employee"
"21044710","1","1","1","0","M","(45,55]","Married","Management"
"21044810","0","0","1","0","F","(65,75]","Married","Employee"
"21044910","0","0","1","0","M","(75,85]","Married","Employee"
"21045010","0","1","1","0","M","(65,75]","Remarried","Manual labourer"
"21045110","1","0","1","0","M","(45,55]","Married","Manual labourer"
"21045210","0","0","0","1","M","(45,55]","Married","Manual labourer"
"21045510","0","1","1","0","F","(35,45]","Single","Employee"
"21045610","0","1","1","0","M","(55,65]","Married","Management"
"21045710","1","0","1","0","F","(55,65]","Married","Employee"
"21045910","1","0","0","0","F","[15,25]","Single","Employee"
"21046010","1","0","1","0","F","(35,45]","Married","Management"
"21046310","0","0","0","0","M","(25,35]","Married","Management"
"21046410","0","0","1","0","F","(65,75]","Married","Management"
"21046510","0","1","1","0","F","(35,45]","Single","Employee"
"21047210","0","0","0","0","F","(75,85]","Married","Employee"
"21047810","0","0","1","0","F","(45,55]","Remarried","Other"
"21047910","1","0","1","0","M","(45,55]","Married","Manual labourer"
"21048010","0","0","0","0","F","[15,25]","Single","Employee"
"21048210","0","0","0","0","M","(55,65]","Remarried","Technician"
"21048310","1","0","0","0","M","[15,25]","Single","Unskilled worker"
"21048410","0","0","0","0","M","(45,55]","Married","Foreman"
"21048510","0","1","0","0","F","(45,55]","Divorcee","Foreman"
"21048710","1","1","1","0","F","(45,55]","Divorcee","Employee"
"21049110","0","1","0","0","M","(35,45]","Single","Unskilled worker"
"21049210","1","1","1","0","M","(25,35]","Single","Other"
"21049410","0","0","0","0","M","(25,35]","Married","Management"
"21049510","0","0","1","0","M","(55,65]","Married","Management"
"21049710","1","1","0","0","F","(35,45]","Married","Management"
"21050010","0","0","0","0","F","(45,55]","Married","Technician"
"21050210","0","1","0","0","M","(45,55]","Divorcee","Unskilled worker"
"21050310","0","0","0","0","F","(35,45]","Single","Employee"
"21050410","0","0","1","0","F","(45,55]","Married","Employee"
"21050510","1","0","1","0","F","(45,55]","Married","Foreman"
"21050810","0","0","0","0","F","(55,65]","Married","Manual labourer"
"21050910","0","0","0","0","M","(25,35]","Married","Unskilled worker"
"21051010","1","1","1","0","F","(25,35]","Single","Management"
"21051210","1","1","1","0","F","(45,55]","Married","Management"
"21051310","0","1","1","0","F","(35,45]","Single","Management"
"21051510","1","0","0","0","M","[15,25]","Single","Unskilled worker"
"21051710","1","1","0","0","F","(25,35]","Married","Manual labourer"
"21051810","1","1","0","0","F","(25,35]","Single","Employee"
"21052010","1","1","1","0","M","(55,65]","Married","Employee"
"21052110","1","1","1","0","F","(25,35]","Single","Employee"
"21052210","0","0","0","0","F","(35,45]","Married","Employee"
"21052310","0","0","0","0","F","(25,35]","Married","Unskilled worker"
"21052810","0","1","0","0","M","(45,55]","Single","Manual labourer"
"21052910","1","1","1","0","M","(25,35]","Single","Unskilled worker"
"21053010","1","1","0","1","M","(55,65]","Married","Foreman"
"21053210","0","0","0","0","M","(35,45]","Married","Manual labourer"
"21053410","0","0","1","0","F","(55,65]","Widower","Management"
"21053610","0","1","1","0","F","(45,55]","Divorcee","Employee"
"21053710","0","0","0","0","M","(25,35]","Single","Employee"
"21053810","0","0","0","0","M","(25,35]","Single","Employee"
"21054310","1","1","1","0","F","[15,25]","Single","Employee"
"21054510","1","0","1","0","F","(25,35]","Single","Foreman"
"21054610","0","1","0","0","F","(35,45]","Married","Unskilled worker"
"21054710","0","1","1","0","F","(55,65]","Married","Employee"
"21054810","0","0","1","0","M","(35,45]","Single","Manual labourer"
"21054910","1","0","1","0","F","(65,75]","Married","Foreman"
"21055010","0","0","0","1","M","(45,55]","Divorcee","Employee"
"21055110","1","1","1","0","F","(25,35]","Single","Employee"
"21055510","1","0","0","0","M","(25,35]","Married","Employee"
"21055610","0","0","1","0","F","[15,25]","Single","Employee"
"21056110","0","0","0","0","M","(75,85]","Widower","Manual labourer"
"21056310","0","0","0","0","M","(45,55]","Widower","Unskilled worker"
"21056510","1","1","1","0","F","(25,35]","Married","Employee"
"21057010","1","1","1","0","M","(45,55]","Married","Manual labourer"
"21057110","0","0","0","0","M","(55,65]","Divorcee","Employee"
"21057510","1","1","0","0","F","(45,55]","Married","Management"
"21057710","0","0","0","0","F","(45,55]","Married","Unskilled worker"
"21057910","1","1","0","0","M","(65,75]","Widower","Employee"
"21058110","1","0","0","0","M","[15,25]","Single","Manual labourer"
"21058710","0","1","1","0","F","[15,25]","Married","Employee"
"21058910","1","1","1","0","M","(45,55]","Married","Technician"
"21059110","1","0","0","0","F","(55,65]","Married","Employee"
"21059310","1","0","0","1","M","(35,45]","Married","Foreman"
"21059410","1","1","1","0","M","(45,55]","Married","Management"
"21059510","0","0","0","0","M","(75,85]","Married","Manual labourer"
"21059610","0","1","0","0","M","(45,55]","Remarried","Manual labourer"
"21059710","0","0","1","0","F","(25,35]","Married","Unskilled worker"
"21059810","0","0","0","0","M","(45,55]","Remarried","Manual labourer"
"21060010","0","0","0","0","M","(75,85]","Married","Manual labourer"
"21060410","0","1","1","0","F","(45,55]","Married","Unskilled worker"
"21060610","0","1","1","0","M","(25,35]","Divorcee","Management"
"21060710","0","1","0","0","F","(45,55]","Remarried","Employee"
"21060910","0","0","0","0","F","(45,55]","Married","Manual labourer"
"21061110","0","1","0","0","M","(25,35]","Single","Employee"
